gender,SeniorCitizen,Partner,Dependents,tenure,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn,sentiment_label,sentiment_confidence,num_services,is_new_customer,avg_monthly_charge,churn_probability,churn_prediction,risk_tier,top_churn_factors,recommended_action
Female,0,Yes,Yes,54,Month-to-month,Electronic check,86.2,4524.05,No,Positive,0.7778617698187428,5,0,83.77870370370371,0.0007470953553641662,No,Low,Kontrak bulanan (fleksibel = risiko tinggi); Tagihan bulanan tinggi ($86.20); Tidak ada Online Security; Pembayaran electronic check,Monitor rutin; ikutkan program loyalty reward
Female,0,No,No,46,One year,Credit card (automatic),95.65,4664.2,No,Positive,0.7189045764654303,4,0,101.39565217391304,0.0006265715732209092,No,Low,Tagihan bulanan tinggi ($95.65); Fiber optic (segmen churn tinggi); Tidak ada Tech Support,Monitor rutin; ikutkan program loyalty reward
Male,0,No,Yes,34,One year,Electronic check,103.8,3470.8,No,Positive,0.9795051166707816,4,0,102.08235294117648,0.0008136472212406176,No,Low,Tagihan bulanan tinggi ($103.80); Fiber optic (segmen churn tinggi); Tidak ada Tech Support; Pembayaran electronic check,Monitor rutin; ikutkan program loyalty reward
Male,0,Yes,Yes,71,Two year,Electronic check,97.2,6910.3,No,Positive,0.9725508118328742,3,0,97.32816901408451,0.000548485715410202,No,Low,Tagihan bulanan tinggi ($97.20); Fiber optic (segmen churn tinggi); Tidak ada Tech Support; Pembayaran electronic check,Monitor rutin; ikutkan program loyalty reward
Female,0,Yes,Yes,63,Two year,Mailed check,63.55,4014.2,No,Positive,0.515467319686994,4,0,63.717460317460315,6.910987248297e-05,No,Low,Tidak ada sinyal risiko dominan,Monitor rutin; ikutkan program loyalty reward
Female,0,No,No,51,Two year,Bank transfer (automatic),24.95,1288.0,No,Neutral,0.7402380033592398,0,0,25.254901960784313,0.0015220784736163203,No,Low,Hanya berlangganan sedikit layanan,Monitor rutin; ikutkan program loyalty reward
Female,1,No,No,26,Month-to-month,Electronic check,89.15,2277.65,Yes,Neutral,0.4224564061723941,2,0,87.60192307692309,0.9999331394207519,Yes,High,Kontrak bulanan (fleksibel = risiko tinggi); Tagihan bulanan tinggi ($89.15); Fiber optic (segmen churn tinggi); Tidak ada Tech Support; Tidak ada Online Security,Tawarkan kontrak tahunan diskon 20-30%; Tawarkan loyalty bonus atau pengurangan biaya; Berikan trial Tech Support gratis
Female,0,Yes,No,64,Two year,Bank transfer (automatic),99.0,6375.8,No,Positive,0.9891725471446514,4,0,99.621875,0.0039980459482196196,No,Low,Tagihan bulanan tinggi ($99.00); Fiber optic (segmen churn tinggi); Tidak ada Tech Support,Monitor rutin; ikutkan program loyalty reward
Female,1,Yes,No,1,Month-to-month,Electronic check,24.8,24.8,Yes,Negative,0.5899241319732637,0,1,24.8,0.997458444343836,Yes,High,Kontrak bulanan (fleksibel = risiko tinggi); Tenure pendek (1 bulan); Feedback negatif (confidence 59%); Tidak ada Tech Support; Tidak ada Online Security,Tawarkan kontrak tahunan diskon 20-30%; Berikan trial Tech Support gratis; PRIORITAS: Outreach personal oleh tim Customer Success
Male,1,Yes,No,61,One year,Bank transfer (automatic),85.55,5251.75,No,Positive,0.9722250301368164,2,0,86.09426229508196,0.0015153372512381996,No,Low,Tagihan bulanan tinggi ($85.55); Fiber optic (segmen churn tinggi); Tidak ada Online Security; Hanya berlangganan sedikit layanan,Monitor rutin; ikutkan program loyalty reward
Female,0,No,No,15,Month-to-month,Credit card (automatic),94.0,1505.45,No,Positive,0.9357742096279295,3,0,100.36333333333333,0.00015265407977771653,No,Low,Kontrak bulanan (fleksibel = risiko tinggi); Tagihan bulanan tinggi ($94.00); Fiber optic (segmen churn tinggi); Tidak ada Tech Support; Tidak ada Online Security,Monitor rutin; ikutkan program loyalty reward
Male,0,No,No,64,One year,Credit card (automatic),105.65,6903.1,Yes,Positive,0.7453338571985645,4,0,107.8609375,0.759166172830519,Yes,High,Tagihan bulanan tinggi ($105.65); Fiber optic (segmen churn tinggi); Tidak ada Online Security,Tawarkan loyalty bonus atau pengurangan biaya
Female,0,No,No,18,Month-to-month,Electronic check,50.3,913.3,No,Positive,0.6251599619054268,0,0,50.73888888888889,0.00012086076171813605,No,Low,Kontrak bulanan (fleksibel = risiko tinggi); Tidak ada Tech Support; Tidak ada Online Security; Pembayaran electronic check; Hanya berlangganan sedikit layanan,Monitor rutin; ikutkan program loyalty reward
Female,0,Yes,Yes,57,One year,Electronic check,95.0,5535.8,No,Positive,0.5697272437941032,3,0,97.11929824561403,0.2258349984825627,No,Low,Tagihan bulanan tinggi ($95.00); Fiber optic (segmen churn tinggi); Tidak ada Tech Support; Tidak ada Online Security; Pembayaran electronic check,Monitor rutin; ikutkan program loyalty reward
Male,0,Yes,Yes,14,Two year,Bank transfer (automatic),61.4,815.55,No,Positive,0.619602691222931,3,0,58.253571428571426,0.0010674297078189796,No,Low,Tidak ada Tech Support,Monitor rutin; ikutkan program loyalty reward
Male,1,No,No,18,Month-to-month,Credit card (automatic),80.55,1411.65,No,Positive,0.5774114068965733,1,0,78.42500000000001,0.006976515927412722,No,Low,Kontrak bulanan (fleksibel = risiko tinggi); Tagihan bulanan tinggi ($80.55); Fiber optic (segmen churn tinggi); Tidak ada Tech Support; Tidak ada Online Security,Monitor rutin; ikutkan program loyalty reward
Female,1,Yes,No,72,Two year,Bank transfer (automatic),78.5,5602.25,No,Positive,0.9666250031960665,1,0,77.80902777777777,0.002034017894639044,No,Low,Tagihan bulanan tinggi ($78.50); Fiber optic (segmen churn tinggi); Tidak ada Tech Support; Hanya berlangganan sedikit layanan,Monitor rutin; ikutkan program loyalty reward
Male,0,Yes,No,70,Two year,Credit card (automatic),114.3,8244.3,No,Positive,0.9733583803217684,6,0,117.77571428571427,2.794678433410757e-05,No,Low,Tagihan bulanan tinggi ($114.30); Fiber optic (segmen churn tinggi),Monitor rutin; ikutkan program loyalty reward
Female,0,No,No,38,Two year,Mailed check,20.05,741.5,No,Positive,0.6552293251851953,0,0,19.513157894736842,0.00012905713751290676,No,Low,Hanya berlangganan sedikit layanan,Monitor rutin; ikutkan program loyalty reward
Male,0,Yes,Yes,68,Two year,Credit card (automatic),62.65,4375.8,No,Positive,0.9307819369215465,4,0,64.35000000000001,0.00010553479193924055,No,Low,Tidak ada sinyal risiko dominan,Monitor rutin; ikutkan program loyalty reward
Male,0,No,No,13,Month-to-month,Electronic check,80.85,1008.7,Yes,Negative,0.7658408199425255,1,0,77.5923076923077,0.9998746240422652,Yes,High,Kontrak bulanan (fleksibel = risiko tinggi); Tagihan bulanan tinggi ($80.85); Feedback negatif (confidence 77%); Fiber optic (segmen churn tinggi); Tidak ada Tech Support,Tawarkan kontrak tahunan diskon 20-30%; Tawarkan loyalty bonus atau pengurangan biaya; Berikan trial Tech Support gratis
Male,1,Yes,No,65,Two year,Credit card (automatic),92.7,5968.4,No,Positive,0.9109275592157039,3,0,91.82153846153845,0.00016110414136983803,No,Low,Tagihan bulanan tinggi ($92.70); Fiber optic (segmen churn tinggi); Tidak ada Tech Support,Monitor rutin; ikutkan program loyalty reward
Female,0,No,No,30,Month-to-month,Electronic check,100.45,3096.9,No,Positive,0.5920164796028641,3,0,103.23,0.022352774260798507,No,Low,Kontrak bulanan (fleksibel = risiko tinggi); Tagihan bulanan tinggi ($100.45); Fiber optic (segmen churn tinggi); Tidak ada Tech Support; Tidak ada Online Security,Monitor rutin; ikutkan program loyalty reward
Male,0,Yes,No,51,Two year,Bank transfer (automatic),75.2,3901.25,No,Neutral,0.5906293296544399,3,0,76.49509803921569,0.0012858950860711316,No,Low,Tagihan bulanan tinggi ($75.20); Tidak ada Online Security,Monitor rutin; ikutkan program loyalty reward
Female,0,No,No,31,Month-to-month,Credit card (automatic),84.75,2613.4,No,Positive,0.9602318932057088,2,0,84.30322580645162,3.6817751928755e-05,No,Low,Kontrak bulanan (fleksibel = risiko tinggi); Tagihan bulanan tinggi ($84.75); Fiber optic (segmen churn tinggi); Tidak ada Tech Support; Hanya berlangganan sedikit layanan,Monitor rutin; ikutkan program loyalty reward
Female,0,Yes,No,9,Month-to-month,Electronic check,89.45,853.1,Yes,Negative,0.6292906383195114,2,0,94.78888888888889,0.999499578354232,Yes,High,Kontrak bulanan (fleksibel = risiko tinggi); Tenure pendek (9 bulan); Tagihan bulanan tinggi ($89.45); Feedback negatif (confidence 63%); Fiber optic (segmen churn tinggi),Tawarkan kontrak tahunan diskon 20-30%; Tawarkan loyalty bonus atau pengurangan biaya; Berikan trial Tech Support gratis
Female,0,Yes,Yes,72,Two year,Bank transfer (automatic),79.5,5661.7,No,Neutral,0.7106020733918571,5,0,78.63472222222222,0.0021006708420952596,No,Low,Tagihan bulanan tinggi ($79.50),Monitor rutin; ikutkan program loyalty reward
Male,0,No,No,10,Month-to-month,Credit card (automatic),72.15,794.25,Yes,Negative,0.8019473044725853,2,0,79.425,0.9999082729499581,Yes,High,Kontrak bulanan (fleksibel = risiko tinggi); Tenure pendek (10 bulan); Tagihan bulanan tinggi ($72.15); Feedback negatif (confidence 80%); Tidak ada Tech Support,Tawarkan kontrak tahunan diskon 20-30%; Tawarkan loyalty bonus atau pengurangan biaya; Berikan trial Tech Support gratis
Female,0,No,No,37,One year,Electronic check,19.8,695.05,No,Neutral,0.470774772091082,0,0,18.785135135135135,5.190652413505871e-05,No,Low,Pembayaran electronic check; Hanya berlangganan sedikit layanan,Monitor rutin; ikutkan program loyalty reward
Female,0,No,No,2,Month-to-month,Electronic check,76.4,160.8,Yes,Negative,0.8059265323658016,4,1,80.4,0.999783389318282,Yes,High,Kontrak bulanan (fleksibel = risiko tinggi); Tenure pendek (2 bulan); Tagihan bulanan tinggi ($76.40); Feedback negatif (confidence 81%); Tidak ada Online Security,Tawarkan kontrak tahunan diskon 20-30%; Tawarkan loyalty bonus atau pengurangan biaya; PRIORITAS: Outreach personal oleh tim Customer Success
Male,0,No,No,55,One year,Mailed check,100.9,5552.05,No,Positive,0.9671048199139486,4,0,100.94636363636364,0.005489789491733288,No,Low,Tagihan bulanan tinggi ($100.90); Fiber optic (segmen churn tinggi); Tidak ada Tech Support,Monitor rutin; ikutkan program loyalty reward
Male,0,No,Yes,33,Month-to-month,Bank transfer (automatic),95.3,3275.15,No,Positive,0.9533667121792532,3,0,99.2469696969697,0.00028712026455747085,No,Low,Kontrak bulanan (fleksibel = risiko tinggi); Tagihan bulanan tinggi ($95.30); Fiber optic (segmen churn tinggi); Tidak ada Tech Support,Monitor rutin; ikutkan program loyalty reward
Female,0,Yes,Yes,46,One year,Bank transfer (automatic),90.95,4236.6,No,Positive,0.9793652488314658,3,0,92.10000000000001,0.007215505127260351,No,Low,Tagihan bulanan tinggi ($90.95); Fiber optic (segmen churn tinggi); Tidak ada Online Security,Monitor rutin; ikutkan program loyalty reward
Female,0,No,Yes,1,Month-to-month,Electronic check,54.5,54.5,No,Positive,0.9302570867657752,2,1,54.5,3.309443293701927e-05,No,Low,Kontrak bulanan (fleksibel = risiko tinggi); Tenure pendek (1 bulan); Pembayaran electronic check; Hanya berlangganan sedikit layanan,Monitor rutin; ikutkan program loyalty reward
Female,1,No,No,20,Month-to-month,Mailed check,61.6,1174.35,Yes,Negative,0.7519212262217365,1,0,58.717499999999994,0.9999808203272567,Yes,High,Kontrak bulanan (fleksibel = risiko tinggi); Feedback negatif (confidence 75%); Tidak ada Tech Support; Tidak ada Online Security; Hanya berlangganan sedikit layanan,Tawarkan kontrak tahunan diskon 20-30%; Berikan trial Tech Support gratis; PRIORITAS: Outreach personal oleh tim Customer Success
Male,0,Yes,No,9,Month-to-month,Electronic check,79.9,741.7,Yes,Negative,0.5639392860937914,2,0,82.41111111111111,0.9999487021744377,Yes,High,Kontrak bulanan (fleksibel = risiko tinggi); Tenure pendek (9 bulan); Tagihan bulanan tinggi ($79.90); Feedback negatif (confidence 56%); Fiber optic (segmen churn tinggi),Tawarkan kontrak tahunan diskon 20-30%; Tawarkan loyalty bonus atau pengurangan biaya; Berikan trial Tech Support gratis
Male,1,No,No,32,Month-to-month,Credit card (automatic),96.15,3019.25,Yes,Negative,0.6630918838882953,2,0,94.3515625,0.9999381955216091,Yes,High,Kontrak bulanan (fleksibel = risiko tinggi); Tagihan bulanan tinggi ($96.15); Feedback negatif (confidence 66%); Fiber optic (segmen churn tinggi); Tidak ada Tech Support,Tawarkan kontrak tahunan diskon 20-30%; Tawarkan loyalty bonus atau pengurangan biaya; Berikan trial Tech Support gratis
Female,0,Yes,Yes,19,Month-to-month,Bank transfer (automatic),49.6,962.9,No,Positive,0.7950018645132708,1,0,50.67894736842105,6.813136716662398e-05,No,Low,Kontrak bulanan (fleksibel = risiko tinggi); Tidak ada Tech Support; Tidak ada Online Security; Hanya berlangganan sedikit layanan,Monitor rutin; ikutkan program loyalty reward
Female,0,Yes,No,70,Two year,Credit card (automatic),65.3,4759.75,Yes,Neutral,0.5210194702121206,3,0,67.99642857142857,0.9969976016610523,Yes,High,Tidak ada sinyal risiko dominan,Retention call segera + penawaran personal
Female,0,No,Yes,61,Two year,Credit card (automatic),25.0,1498.35,No,Positive,0.9039656354466884,0,0,24.563114754098358,0.00016427055632850884,No,Low,Hanya berlangganan sedikit layanan,Monitor rutin; ikutkan program loyalty reward
Male,0,No,No,26,Month-to-month,Electronic check,45.45,1233.15,No,Positive,0.4633054602745224,0,0,47.42884615384616,0.009089269861785177,No,Low,Kontrak bulanan (fleksibel = risiko tinggi); Tidak ada Tech Support; Tidak ada Online Security; Pembayaran electronic check; Hanya berlangganan sedikit layanan,Monitor rutin; ikutkan program loyalty reward
Male,0,Yes,No,45,Month-to-month,Bank transfer (automatic),107.75,4882.8,No,Positive,0.9596088257756099,4,0,108.50666666666667,0.00011149346756915826,No,Low,Kontrak bulanan (fleksibel = risiko tinggi); Tagihan bulanan tinggi ($107.75); Fiber optic (segmen churn tinggi); Tidak ada Tech Support; Tidak ada Online Security,Monitor rutin; ikutkan program loyalty reward
Male,0,Yes,Yes,62,Two year,Credit card (automatic),89.1,5411.65,No,Positive,0.9249238296186432,2,0,87.28467741935484,0.00039117230238043787,No,Low,Tagihan bulanan tinggi ($89.10); Fiber optic (segmen churn tinggi); Tidak ada Tech Support; Tidak ada Online Security; Hanya berlangganan sedikit layanan,Monitor rutin; ikutkan program loyalty reward
Male,0,No,No,1,Month-to-month,Mailed check,19.65,19.65,Yes,Negative,0.7549265095017524,0,1,19.65,0.9997261858378896,Yes,High,Kontrak bulanan (fleksibel = risiko tinggi); Tenure pendek (1 bulan); Feedback negatif (confidence 75%); Hanya berlangganan sedikit layanan,Tawarkan kontrak tahunan diskon 20-30%; PRIORITAS: Outreach personal oleh tim Customer Success
Female,0,No,No,3,Month-to-month,Mailed check,44.75,148.05,No,Positive,0.7429331018905108,0,1,49.35,0.000618976961890526,No,Low,Kontrak bulanan (fleksibel = risiko tinggi); Tenure pendek (3 bulan); Tidak ada Tech Support; Tidak ada Online Security; Hanya berlangganan sedikit layanan,Monitor rutin; ikutkan program loyalty reward
Female,0,Yes,Yes,41,One year,Bank transfer (automatic),101.6,3930.55,No,Positive,0.9790477929165152,4,0,95.86707317073171,0.0001260818859416886,No,Low,Tagihan bulanan tinggi ($101.60); Fiber optic (segmen churn tinggi); Tidak ada Tech Support,Monitor rutin; ikutkan program loyalty reward
Male,0,Yes,Yes,67,Two year,Bank transfer (automatic),103.15,6895.5,No,Positive,0.972548038135842,5,0,102.91791044776119,0.0005790757495967803,No,Low,Tagihan bulanan tinggi ($103.15); Fiber optic (segmen churn tinggi); Tidak ada Online Security,Monitor rutin; ikutkan program loyalty reward
Male,0,No,No,1,Month-to-month,Mailed check,84.65,84.65,Yes,Negative,0.7402001709828497,1,1,84.65,0.9993707651493874,Yes,High,Kontrak bulanan (fleksibel = risiko tinggi); Tenure pendek (1 bulan); Tagihan bulanan tinggi ($84.65); Feedback negatif (confidence 74%); Fiber optic (segmen churn tinggi),Tawarkan kontrak tahunan diskon 20-30%; Tawarkan loyalty bonus atau pengurangan biaya; Berikan trial Tech Support gratis
Female,0,Yes,No,71,One year,Mailed check,95.65,6856.95,No,Positive,0.9694231702454308,3,0,96.57676056338028,1.8344467275686107e-05,No,Low,Tagihan bulanan tinggi ($95.65); Fiber optic (segmen churn tinggi); Tidak ada Tech Support,Monitor rutin; ikutkan program loyalty reward
Female,0,Yes,Yes,37,One year,Bank transfer (automatic),75.1,2658.8,No,Positive,0.8880731628066333,4,0,71.85945945945946,4.5661066167742864e-05,No,Low,Tagihan bulanan tinggi ($75.10); Tidak ada Tech Support,Monitor rutin; ikutkan program loyalty reward
Male,0,Yes,No,60,Two year,Mailed check,61.35,3766.2,No,Positive,0.5620918316650234,3,0,62.769999999999996,0.0002149766315479321,No,Low,Tidak ada sinyal risiko dominan,Monitor rutin; ikutkan program loyalty reward
Female,1,Yes,No,1,Month-to-month,Electronic check,69.55,69.55,Yes,Negative,0.5189969792350879,0,1,69.55,0.999886913177734,Yes,High,Kontrak bulanan (fleksibel = risiko tinggi); Tenure pendek (1 bulan); Feedback negatif (confidence 52%); Fiber optic (segmen churn tinggi); Tidak ada Tech Support,Tawarkan kontrak tahunan diskon 20-30%; Berikan trial Tech Support gratis; PRIORITAS: Outreach personal oleh tim Customer Success
Female,0,No,No,6,Month-to-month,Credit card (automatic),19.7,129.55,No,Positive,0.6538338485167612,0,1,21.59166666666667,0.0014579710051709363,No,Low,Kontrak bulanan (fleksibel = risiko tinggi); Tenure pendek (6 bulan); Hanya berlangganan sedikit layanan,Monitor rutin; ikutkan program loyalty reward
Female,0,No,No,13,Month-to-month,Electronic check,31.05,347.25,Yes,Neutral,0.6654108089737718,1,0,26.71153846153846,0.9961172018724658,Yes,High,Kontrak bulanan (fleksibel = risiko tinggi); Tidak ada Tech Support; Tidak ada Online Security; Pembayaran electronic check; Hanya berlangganan sedikit layanan,Tawarkan kontrak tahunan diskon 20-30%; Berikan trial Tech Support gratis
Female,0,Yes,Yes,11,Month-to-month,Bank transfer (automatic),51.0,581.7,No,Neutral,0.5594881631676235,1,0,52.88181818181818,0.00029184057614763717,No,Low,Kontrak bulanan (fleksibel = risiko tinggi); Tenure pendek (11 bulan); Tidak ada Tech Support; Hanya berlangganan sedikit layanan,Monitor rutin; ikutkan program loyalty reward
Male,0,No,No,7,Month-to-month,Mailed check,51.0,354.05,Yes,Negative,0.5906320657900181,1,0,50.57857142857143,0.9999680179666469,Yes,High,Kontrak bulanan (fleksibel = risiko tinggi); Tenure pendek (7 bulan); Feedback negatif (confidence 59%); Tidak ada Tech Support; Hanya berlangganan sedikit layanan,Tawarkan kontrak tahunan diskon 20-30%; Berikan trial Tech Support gratis; PRIORITAS: Outreach personal oleh tim Customer Success
Female,0,Yes,Yes,10,Month-to-month,Electronic check,88.85,929.45,No,Positive,0.8064587855930283,2,0,92.94500000000001,0.0012267663142463353,No,Low,Kontrak bulanan (fleksibel = risiko tinggi); Tenure pendek (10 bulan); Tagihan bulanan tinggi ($88.85); Fiber optic (segmen churn tinggi); Tidak ada Tech Support,Monitor rutin; ikutkan program loyalty reward
Male,0,Yes,No,34,Two year,Credit card (automatic),20.05,679.0,No,Positive,0.7459780905716759,0,0,19.970588235294116,9.816061208455727e-05,No,Low,Hanya berlangganan sedikit layanan,Monitor rutin; ikutkan program loyalty reward
Female,0,No,No,62,Two year,Mailed check,65.1,3846.75,No,Positive,0.6255496007310246,3,0,62.04435483870968,0.00033991033526414833,No,Low,Tidak ada sinyal risiko dominan,Monitor rutin; ikutkan program loyalty reward
Male,0,Yes,No,64,One year,Mailed check,70.15,4480.7,No,Neutral,0.48209772652698607,3,0,70.0109375,0.0012634136733563478,No,Low,Tagihan bulanan tinggi ($70.15); Tidak ada Online Security,Monitor rutin; ikutkan program loyalty reward
Female,0,Yes,Yes,1,Month-to-month,Bank transfer (automatic),44.35,44.35,Yes,Negative,0.6555581347068217,0,1,44.35,0.9996981044453932,Yes,High,Kontrak bulanan (fleksibel = risiko tinggi); Tenure pendek (1 bulan); Feedback negatif (confidence 66%); Tidak ada Tech Support; Tidak ada Online Security,Tawarkan kontrak tahunan diskon 20-30%; Berikan trial Tech Support gratis; PRIORITAS: Outreach personal oleh tim Customer Success
Male,0,No,No,25,Two year,Mailed check,20.75,499.4,No,Neutral,0.6760234941451413,0,0,19.976,0.0006144151023830712,No,Low,Hanya berlangganan sedikit layanan,Monitor rutin; ikutkan program loyalty reward
Female,0,No,No,26,One year,Mailed check,56.05,1553.2,No,Positive,0.6141909047265386,2,0,59.73846153846154,0.00010115723399994061,No,Low,Tidak ada Tech Support; Tidak ada Online Security; Hanya berlangganan sedikit layanan,Monitor rutin; ikutkan program loyalty reward
Male,0,No,Yes,10,One year,Bank transfer (automatic),19.95,219.5,No,Positive,0.7075982771779523,0,0,21.95,0.00015414365137622935,No,Low,Tenure pendek (10 bulan); Hanya berlangganan sedikit layanan,Monitor rutin; ikutkan program loyalty reward
Female,0,No,No,53,One year,Mailed check,98.6,5311.85,No,Positive,0.935216114581473,4,0,100.22358490566039,9.498090021983007e-05,No,Low,Tagihan bulanan tinggi ($98.60); Fiber optic (segmen churn tinggi); Tidak ada Tech Support,Monitor rutin; ikutkan program loyalty reward
Female,0,No,No,7,Month-to-month,Electronic check,79.7,586.05,Yes,Negative,0.8025454686638435,1,0,83.72142857142856,0.9999917104945274,Yes,High,Kontrak bulanan (fleksibel = risiko tinggi); Tenure pendek (7 bulan); Tagihan bulanan tinggi ($79.70); Feedback negatif (confidence 80%); Fiber optic (segmen churn tinggi),Tawarkan kontrak tahunan diskon 20-30%; Tawarkan loyalty bonus atau pengurangan biaya; Berikan trial Tech Support gratis
Male,0,No,No,33,Month-to-month,Credit card (automatic),79.0,2576.8,No,Positive,0.7219185729470329,2,0,78.0848484848485,0.0011446156959666652,No,Low,Kontrak bulanan (fleksibel = risiko tinggi); Tagihan bulanan tinggi ($79.00); Fiber optic (segmen churn tinggi); Tidak ada Tech Support; Tidak ada Online Security,Monitor rutin; ikutkan program loyalty reward
Female,1,Yes,No,71,Two year,Credit card (automatic),89.45,6435.25,No,Positive,0.9018577866829086,3,0,90.63732394366197,0.0006998840351477419,No,Low,Tagihan bulanan tinggi ($89.45); Fiber optic (segmen churn tinggi); Tidak ada Tech Support; Tidak ada Online Security,Monitor rutin; ikutkan program loyalty reward
Female,0,No,No,29,Month-to-month,Electronic check,74.2,1993.25,No,Positive,0.9395215937426533,0,0,68.73275862068965,0.0008159551853413508,No,Low,Kontrak bulanan (fleksibel = risiko tinggi); Tagihan bulanan tinggi ($74.20); Fiber optic (segmen churn tinggi); Tidak ada Tech Support; Tidak ada Online Security,Monitor rutin; ikutkan program loyalty reward
Male,0,Yes,Yes,24,Month-to-month,Bank transfer (automatic),81.0,1923.85,No,Neutral,0.6122453856216877,4,0,80.16041666666666,0.002326380817638044,No,Low,Kontrak bulanan (fleksibel = risiko tinggi); Tagihan bulanan tinggi ($81.00),Monitor rutin; ikutkan program loyalty reward
Male,0,Yes,Yes,20,Month-to-month,Electronic check,49.6,939.8,No,Positive,0.8706018774653417,1,0,46.989999999999995,4.1626918637873945e-05,No,Low,Kontrak bulanan (fleksibel = risiko tinggi); Tidak ada Tech Support; Tidak ada Online Security; Pembayaran electronic check; Hanya berlangganan sedikit layanan,Monitor rutin; ikutkan program loyalty reward
Female,0,No,No,1,Month-to-month,Electronic check,84.6,84.6,No,Positive,0.7201707577576838,1,1,84.6,0.0018244611634193775,No,Low,Kontrak bulanan (fleksibel = risiko tinggi); Tenure pendek (1 bulan); Tagihan bulanan tinggi ($84.60); Fiber optic (segmen churn tinggi); Tidak ada Tech Support,Monitor rutin; ikutkan program loyalty reward
Male,0,No,Yes,54,Month-to-month,Credit card (automatic),55.0,3092.65,Yes,Negative,0.5343971291857362,1,0,57.2712962962963,0.999807556598934,Yes,High,Kontrak bulanan (fleksibel = risiko tinggi); Feedback negatif (confidence 53%); Tidak ada Tech Support; Tidak ada Online Security; Hanya berlangganan sedikit layanan,Tawarkan kontrak tahunan diskon 20-30%; Berikan trial Tech Support gratis; PRIORITAS: Outreach personal oleh tim Customer Success
Female,1,No,No,5,Month-to-month,Mailed check,84.85,415.55,Yes,Positive,0.49549802801865694,2,1,83.11,0.9945923248188165,Yes,High,Kontrak bulanan (fleksibel = risiko tinggi); Tenure pendek (5 bulan); Tagihan bulanan tinggi ($84.85); Fiber optic (segmen churn tinggi); Tidak ada Tech Support,Tawarkan kontrak tahunan diskon 20-30%; Tawarkan loyalty bonus atau pengurangan biaya; Berikan trial Tech Support gratis
Female,0,Yes,Yes,72,Two year,Bank transfer (automatic),84.2,5986.55,No,Positive,0.8045921408599545,5,0,83.14652777777778,6.344131397367223e-05,No,Low,Tagihan bulanan tinggi ($84.20),Monitor rutin; ikutkan program loyalty reward
Male,0,Yes,No,52,Two year,Electronic check,106.3,5487.0,No,Positive,0.977210008572884,6,0,105.51923076923077,1.667704364538671e-05,No,Low,Tagihan bulanan tinggi ($106.30); Fiber optic (segmen churn tinggi); Pembayaran electronic check,Monitor rutin; ikutkan program loyalty reward
Female,0,No,No,9,Month-to-month,Electronic check,69.05,651.5,No,Positive,0.8499891854977661,0,0,72.38888888888889,8.898799597019704e-05,No,Low,Kontrak bulanan (fleksibel = risiko tinggi); Tenure pendek (9 bulan); Fiber optic (segmen churn tinggi); Tidak ada Tech Support; Tidak ada Online Security,Monitor rutin; ikutkan program loyalty reward
Female,0,No,No,1,Month-to-month,Mailed check,45.4,45.4,No,Positive,0.7531639066940667,0,1,45.4,0.0001815797496553975,No,Low,Kontrak bulanan (fleksibel = risiko tinggi); Tenure pendek (1 bulan); Tidak ada Tech Support; Tidak ada Online Security; Hanya berlangganan sedikit layanan,Monitor rutin; ikutkan program loyalty reward
Male,1,No,No,1,Month-to-month,Electronic check,73.65,73.65,Yes,Negative,0.6143919212670982,0,1,73.65,0.9998481695824861,Yes,High,Kontrak bulanan (fleksibel = risiko tinggi); Tenure pendek (1 bulan); Tagihan bulanan tinggi ($73.65); Feedback negatif (confidence 61%); Fiber optic (segmen churn tinggi),Tawarkan kontrak tahunan diskon 20-30%; Tawarkan loyalty bonus atau pengurangan biaya; Berikan trial Tech Support gratis
Male,0,Yes,Yes,33,One year,Mailed check,73.9,2405.05,Yes,Neutral,0.42195733046563333,4,0,72.88030303030304,0.9999091906891481,Yes,High,Tagihan bulanan tinggi ($73.90); Tidak ada Online Security,Tawarkan loyalty bonus atau pengurangan biaya
Female,0,Yes,No,55,Month-to-month,Electronic check,77.75,4458.15,Yes,Neutral,0.5378817428475215,1,0,81.05727272727272,0.9997086644879911,Yes,High,Kontrak bulanan (fleksibel = risiko tinggi); Tagihan bulanan tinggi ($77.75); Fiber optic (segmen churn tinggi); Tidak ada Tech Support; Tidak ada Online Security,Tawarkan kontrak tahunan diskon 20-30%; Tawarkan loyalty bonus atau pengurangan biaya; Berikan trial Tech Support gratis
Male,0,Yes,Yes,69,Two year,Electronic check,99.35,6856.45,No,Positive,0.8876766649144924,3,0,99.36884057971014,0.0002827958395841249,No,Low,Tagihan bulanan tinggi ($99.35); Fiber optic (segmen churn tinggi); Tidak ada Online Security; Pembayaran electronic check,Monitor rutin; ikutkan program loyalty reward
Male,0,No,No,1,Month-to-month,Mailed check,50.75,50.75,No,Neutral,0.4287222365417024,1,1,50.75,0.010960035263100078,No,Low,Kontrak bulanan (fleksibel = risiko tinggi); Tenure pendek (1 bulan); Tidak ada Tech Support; Hanya berlangganan sedikit layanan,Monitor rutin; ikutkan program loyalty reward
Male,0,No,No,54,Two year,Bank transfer (automatic),87.1,4735.2,No,Positive,0.6722542756446709,5,0,87.68888888888888,0.00011160364630076213,No,Low,Tagihan bulanan tinggi ($87.10),Monitor rutin; ikutkan program loyalty reward
