gender,SeniorCitizen,Partner,Dependents,tenure,InternetService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn,predicted_sentiment_label,predicted_sentiment_score,sentiment_confidence,churn_probability_modern,churn_prediction_modern,risk_tier_modern,risk_reason_modern,recommendation_modern
Female,0,No,Yes,44,DSL,One year,Mailed check,77.55,3471.1,No,Positive,1,0.6927855944611414,0.00011063186049793428,No,Low,monthly charge tinggi,"Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Male,0,No,No,4,No,Month-to-month,Electronic check,19.85,63.0,No,Positive,1,0.8904147858504388,0.00012235825367129345,No,Low,"tenure pendek, kontrak bulanan, indikasi sentiment sangat kuat, electronic check","Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Female,0,No,No,1,Fiber optic,Month-to-month,Electronic check,70.25,70.25,Yes,Neutral,0,0.7220465365144351,0.9999581590046057,Yes,High,"tenure pendek, monthly charge tinggi, kontrak bulanan, electronic check","High risk -> retention call, kontrak tahunan diskon, dan loyalty bundle"
Female,0,Yes,Yes,37,Fiber optic,Month-to-month,Electronic check,95.25,3314.15,No,Positive,1,0.9079147445332532,0.002403772790526779,No,Low,"monthly charge tinggi, kontrak bulanan, indikasi sentiment sangat kuat, electronic check","Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Female,1,No,No,10,Fiber optic,Month-to-month,Credit card (automatic),84.6,865.55,Yes,Positive,1,0.5592080863169316,0.998227471425982,Yes,High,"tenure pendek, monthly charge tinggi, kontrak bulanan","High risk -> retention call, kontrak tahunan diskon, dan loyalty bundle"
Male,0,No,No,34,DSL,Month-to-month,Bank transfer (automatic),25.05,852.7,No,Positive,1,0.5280978486608736,0.00032875431591616297,No,Low,kontrak bulanan,"Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Male,0,Yes,No,35,DSL,One year,Credit card (automatic),53.15,1930.9,No,Positive,1,0.6200095238351727,0.004682328246995438,No,Low,tidak ada sinyal risiko dominan,"Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Female,0,Yes,No,4,No,Month-to-month,Electronic check,20.15,91.4,No,Positive,1,0.828098342415768,0.00012623124953252803,No,Low,"tenure pendek, kontrak bulanan, indikasi sentiment sangat kuat, electronic check","Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Female,1,Yes,No,39,Fiber optic,Month-to-month,Electronic check,101.25,3949.15,No,Positive,1,0.9250415529238043,0.00036772349188122507,No,Low,"monthly charge tinggi, kontrak bulanan, indikasi sentiment sangat kuat, electronic check","Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Male,1,Yes,No,43,Fiber optic,One year,Bank transfer (automatic),100.55,4304.0,No,Positive,1,0.7028967734863922,0.013479922061081968,No,Low,monthly charge tinggi,"Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Female,0,Yes,Yes,17,No,Month-to-month,Mailed check,24.1,409.9,Yes,Negative,-1,0.8745942275231476,0.9994991240313704,Yes,High,"kontrak bulanan, feedback negatif, indikasi sentiment sangat kuat","High risk -> retention call prioritas, service recovery, diskon personal, dan follow-up manajer CS"
Female,0,Yes,No,61,No,Two year,Bank transfer (automatic),25.3,1554.9,No,Positive,1,0.6925871072279125,5.143365897202275e-05,No,Low,tidak ada sinyal risiko dominan,"Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Female,0,Yes,No,49,DSL,One year,Electronic check,71.8,3472.05,No,Positive,1,0.8344017756982066,8.05904398210769e-05,No,Low,"monthly charge tinggi, indikasi sentiment sangat kuat, electronic check","Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Male,0,No,No,4,No,One year,Mailed check,19.7,117.8,No,Positive,1,0.7279736251525907,0.00015229989828550254,No,Low,tenure pendek,"Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Female,0,Yes,Yes,64,DSL,Two year,Electronic check,49.85,3210.35,No,Positive,1,0.835545922806579,0.001743928760440631,No,Low,"indikasi sentiment sangat kuat, electronic check","Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Male,0,No,No,3,Fiber optic,Month-to-month,Mailed check,69.6,207.4,No,Positive,1,0.8799586578912562,0.00014688180021811773,No,Low,"tenure pendek, kontrak bulanan, indikasi sentiment sangat kuat","Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Male,0,Yes,Yes,1,No,Month-to-month,Electronic check,19.75,19.75,No,Negative,-1,0.6293228068587194,0.041989100882975985,No,Low,"tenure pendek, kontrak bulanan, feedback negatif, electronic check","Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Male,0,Yes,No,40,Fiber optic,One year,Electronic check,80.8,3132.75,No,Positive,1,0.9177801276573865,0.00014085193032077885,No,Low,"monthly charge tinggi, indikasi sentiment sangat kuat, electronic check","Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Female,0,No,Yes,1,DSL,Month-to-month,Electronic check,60.0,60.0,Yes,Negative,-1,0.8896246098342853,0.9993664883390323,Yes,High,"tenure pendek, kontrak bulanan, feedback negatif, indikasi sentiment sangat kuat, electronic check","High risk -> retention call prioritas, service recovery, diskon personal, dan follow-up manajer CS"
Male,0,No,No,8,Fiber optic,Month-to-month,Electronic check,86.55,649.65,Yes,Neutral,0,0.4385440948923252,0.999983501897848,Yes,High,"tenure pendek, monthly charge tinggi, kontrak bulanan, electronic check","High risk -> retention call, kontrak tahunan diskon, dan loyalty bundle"
Female,1,Yes,No,1,No,Month-to-month,Mailed check,20.85,20.85,Yes,Negative,-1,0.8377740338412732,0.9992564624955784,Yes,High,"tenure pendek, kontrak bulanan, feedback negatif, indikasi sentiment sangat kuat","High risk -> retention call prioritas, service recovery, diskon personal, dan follow-up manajer CS"
Female,1,Yes,No,34,DSL,One year,Bank transfer (automatic),64.2,2106.3,No,Positive,1,0.8448767401223609,4.9218028194347676e-05,No,Low,indikasi sentiment sangat kuat,"Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Female,0,Yes,No,1,DSL,Month-to-month,Electronic check,35.0,35.0,No,Positive,1,0.6800904680557878,0.00010025896076358178,No,Low,"tenure pendek, kontrak bulanan, electronic check","Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Female,0,No,No,39,DSL,Month-to-month,Electronic check,50.75,2011.4,Yes,Negative,-1,0.5435566265553865,0.999982433930032,Yes,High,"kontrak bulanan, feedback negatif, electronic check","High risk -> retention call prioritas, service recovery, diskon personal, dan follow-up manajer CS"
Female,1,Yes,No,58,Fiber optic,One year,Credit card (automatic),105.5,6205.5,Yes,Positive,1,0.6461835394129575,0.9616503436201937,Yes,High,monthly charge tinggi,"High risk -> retention call, kontrak tahunan diskon, dan loyalty bundle"
Male,0,Yes,Yes,45,No,Two year,Electronic check,19.2,903.7,No,Positive,1,0.6964549695063907,0.00020053683061462452,No,Low,electronic check,"Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Male,1,No,No,6,Fiber optic,Month-to-month,Bank transfer (automatic),85.15,503.6,Yes,Neutral,0,0.7800686027262933,0.9995020632139097,Yes,High,"tenure pendek, monthly charge tinggi, kontrak bulanan","High risk -> retention call, kontrak tahunan diskon, dan loyalty bundle"
Male,0,No,No,43,Fiber optic,One year,Credit card (automatic),90.65,3882.3,No,Positive,1,0.8785461519762005,0.0003269352078283285,No,Low,"monthly charge tinggi, indikasi sentiment sangat kuat","Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Male,0,Yes,Yes,41,No,Two year,Mailed check,20.0,879.8,No,Positive,1,0.5847313088814657,5.183434466611147e-05,No,Low,tidak ada sinyal risiko dominan,"Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Male,0,No,No,5,Fiber optic,Month-to-month,Electronic check,74.65,383.65,No,Positive,1,0.7406919987355043,0.0031312543103524976,No,Low,"tenure pendek, monthly charge tinggi, kontrak bulanan, electronic check","Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Male,0,No,No,72,DSL,Two year,Credit card (automatic),61.2,4390.25,No,Positive,1,0.8676624557485964,8.981390543451854e-05,No,Low,indikasi sentiment sangat kuat,"Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Male,0,No,No,4,No,One year,Mailed check,19.95,68.2,No,Positive,1,0.6140436276161167,0.0001801655420150791,No,Low,tenure pendek,"Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Male,0,Yes,Yes,9,DSL,Month-to-month,Mailed check,54.8,452.8,No,Neutral,0,0.42867193696045586,0.007369661289264958,No,Low,"tenure pendek, kontrak bulanan","Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Male,1,Yes,No,72,DSL,Two year,Credit card (automatic),73.45,5329.0,No,Positive,1,0.7669193944263852,0.0001149206160588953,No,Low,monthly charge tinggi,"Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Female,0,Yes,No,33,DSL,One year,Mailed check,51.45,1758.9,No,Positive,1,0.5599377236189735,0.0022178519094905734,No,Low,tidak ada sinyal risiko dominan,"Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Female,0,Yes,No,72,Fiber optic,Two year,Bank transfer (automatic),80.45,5737.6,No,Positive,1,0.9336121172091807,0.0014658170392025701,No,Low,"monthly charge tinggi, indikasi sentiment sangat kuat","Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Male,0,Yes,No,22,DSL,Month-to-month,Electronic check,54.2,1152.7,Yes,Neutral,0,0.6360208810337351,0.9788040108346849,Yes,High,"kontrak bulanan, electronic check","High risk -> retention call, kontrak tahunan diskon, dan loyalty bundle"
Female,0,Yes,No,70,Fiber optic,One year,Electronic check,109.5,7674.55,Yes,Positive,1,0.7489952147273734,0.9952390703941502,Yes,High,"monthly charge tinggi, electronic check","High risk -> retention call, kontrak tahunan diskon, dan loyalty bundle"
Male,0,Yes,Yes,21,Fiber optic,Month-to-month,Electronic check,104.4,2157.95,Yes,Negative,-1,0.42276846102914745,0.9999915470253044,Yes,High,"monthly charge tinggi, kontrak bulanan, feedback negatif, electronic check","High risk -> retention call prioritas, service recovery, diskon personal, dan follow-up manajer CS"
Male,0,No,No,15,Fiber optic,Month-to-month,Electronic check,85.3,1219.85,No,Positive,1,0.723697850122162,0.003694529414108215,No,Low,"monthly charge tinggi, kontrak bulanan, electronic check","Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Male,1,Yes,No,29,Fiber optic,Month-to-month,Electronic check,79.3,2414.55,No,Positive,1,0.9421128501716749,0.0009664603117372182,No,Low,"monthly charge tinggi, kontrak bulanan, indikasi sentiment sangat kuat, electronic check","Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Female,0,Yes,Yes,15,DSL,Month-to-month,Bank transfer (automatic),76.5,1155.6,No,Positive,1,0.7305234100008668,0.00012989800813315017,No,Low,"monthly charge tinggi, kontrak bulanan","Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Male,1,Yes,Yes,71,Fiber optic,Month-to-month,Credit card (automatic),105.1,7548.1,Yes,Neutral,0,0.43287966486345186,0.9999218396307992,Yes,High,"monthly charge tinggi, kontrak bulanan","High risk -> retention call, kontrak tahunan diskon, dan loyalty bundle"
Male,1,No,No,72,No,Two year,Bank transfer (automatic),25.4,1809.35,No,Positive,1,0.631822410235703,8.564500709449936e-05,No,Low,tidak ada sinyal risiko dominan,"Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Female,0,Yes,No,19,Fiber optic,Month-to-month,Electronic check,86.85,1564.4,No,Positive,1,0.8734644562408647,9.262635652346168e-05,No,Low,"monthly charge tinggi, kontrak bulanan, indikasi sentiment sangat kuat, electronic check","Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Male,0,No,No,1,No,Month-to-month,Mailed check,19.65,19.65,No,Positive,1,0.7784007512731643,3.5072735432410804e-05,No,Low,"tenure pendek, kontrak bulanan","Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Female,0,No,No,1,Fiber optic,Month-to-month,Electronic check,75.7,75.7,Yes,Negative,-1,0.6979998430129967,0.9992782928020066,Yes,High,"tenure pendek, monthly charge tinggi, kontrak bulanan, feedback negatif, electronic check","High risk -> retention call prioritas, service recovery, diskon personal, dan follow-up manajer CS"
Female,0,No,No,2,DSL,Month-to-month,Electronic check,45.55,84.4,No,Positive,1,0.7729106657928937,5.014931858050601e-05,No,Low,"tenure pendek, kontrak bulanan, electronic check","Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Female,1,Yes,Yes,11,Fiber optic,Month-to-month,Credit card (automatic),78.1,864.85,No,Positive,1,0.8803279843224329,0.00015604448179924946,No,Low,"tenure pendek, monthly charge tinggi, kontrak bulanan, indikasi sentiment sangat kuat","Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Female,0,No,No,12,No,One year,Mailed check,19.3,228.75,No,Positive,1,0.8288819181544308,1.0411588812072798e-05,No,Low,"tenure pendek, indikasi sentiment sangat kuat","Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Female,0,Yes,No,70,Fiber optic,Two year,Electronic check,110.5,7752.05,No,Positive,1,0.8148424799022448,0.0046652067232179975,No,Low,"monthly charge tinggi, indikasi sentiment sangat kuat, electronic check","Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Female,1,Yes,No,20,Fiber optic,Month-to-month,Electronic check,90.8,1951.0,Yes,Neutral,0,0.47422932599133893,0.9996553641190945,Yes,High,"monthly charge tinggi, kontrak bulanan, electronic check","High risk -> retention call, kontrak tahunan diskon, dan loyalty bundle"
Female,0,No,No,23,No,Month-to-month,Bank transfer (automatic),20.3,470.6,No,Positive,1,0.6011398717124606,0.0037417467946134716,No,Low,kontrak bulanan,"Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Male,1,No,No,49,DSL,Two year,Credit card (automatic),81.35,4060.9,No,Positive,1,0.8712121829930992,0.0002474911267466133,No,Low,"monthly charge tinggi, indikasi sentiment sangat kuat","Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Female,0,Yes,Yes,4,Fiber optic,Month-to-month,Electronic check,97.95,384.5,Yes,Positive,1,0.3852453362741363,0.9917397132984836,Yes,High,"tenure pendek, monthly charge tinggi, kontrak bulanan, electronic check","High risk -> retention call, kontrak tahunan diskon, dan loyalty bundle"
Male,0,No,No,32,Fiber optic,Month-to-month,Credit card (automatic),108.15,3432.9,Yes,Positive,1,0.4502778746948397,0.9994829770253719,Yes,High,"monthly charge tinggi, kontrak bulanan","High risk -> retention call, kontrak tahunan diskon, dan loyalty bundle"
Male,0,No,Yes,2,DSL,Month-to-month,Electronic check,55.3,108.65,No,Positive,1,0.788566882172705,0.0002673281542598806,No,Low,"tenure pendek, kontrak bulanan, electronic check","Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Male,1,Yes,No,69,DSL,Two year,Credit card (automatic),56.55,3952.65,No,Positive,1,0.9001330941523508,0.0002734008937909535,No,Low,indikasi sentiment sangat kuat,"Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Male,0,No,No,6,Fiber optic,Month-to-month,Credit card (automatic),80.5,463.05,Yes,Neutral,0,0.5434756270614516,0.9999915377502249,Yes,High,"tenure pendek, monthly charge tinggi, kontrak bulanan","High risk -> retention call, kontrak tahunan diskon, dan loyalty bundle"
Female,0,Yes,Yes,24,No,Two year,Mailed check,19.7,494.05,No,Positive,1,0.5733054794985307,0.00018690140135307497,No,Low,tidak ada sinyal risiko dominan,"Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Female,0,No,No,32,Fiber optic,One year,Credit card (automatic),104.05,3416.85,No,Neutral,0,0.6287238110035699,0.5071491151341835,Yes,Medium,monthly charge tinggi,Medium risk -> promo personal dan kampanye CRM tersegmentasi
Female,0,No,No,27,DSL,Two year,Bank transfer (automatic),52.85,1498.65,No,Positive,1,0.5815374981950261,0.0014135309232083046,No,Low,tidak ada sinyal risiko dominan,"Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Female,1,Yes,No,27,Fiber optic,Month-to-month,Bank transfer (automatic),104.3,2867.75,Yes,Neutral,0,0.49576831186236736,0.999956081281735,Yes,High,"monthly charge tinggi, kontrak bulanan","High risk -> retention call, kontrak tahunan diskon, dan loyalty bundle"
Male,0,No,No,58,Fiber optic,Month-to-month,Bank transfer (automatic),80.65,4807.35,No,Positive,1,0.8595340554443412,0.00019697287192275504,No,Low,"monthly charge tinggi, kontrak bulanan, indikasi sentiment sangat kuat","Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Male,0,No,No,1,Fiber optic,Month-to-month,Mailed check,71.35,71.35,Yes,Neutral,0,0.5771401285267845,0.9999213095379691,Yes,High,"tenure pendek, monthly charge tinggi, kontrak bulanan","High risk -> retention call, kontrak tahunan diskon, dan loyalty bundle"
Female,0,Yes,Yes,18,No,Two year,Credit card (automatic),24.65,471.35,No,Positive,1,0.7565694168820332,0.000351026434869782,No,Low,tidak ada sinyal risiko dominan,"Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Female,0,Yes,Yes,47,No,Two year,Bank transfer (automatic),21.3,1041.8,No,Positive,1,0.946571061308954,4.929142994590592e-05,No,Low,indikasi sentiment sangat kuat,"Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Female,0,Yes,Yes,70,Fiber optic,Two year,Electronic check,110.2,7689.8,No,Positive,1,0.8941026731734827,0.0013186808286610064,No,Low,"monthly charge tinggi, indikasi sentiment sangat kuat, electronic check","Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Female,0,No,No,13,Fiber optic,Month-to-month,Electronic check,89.4,1132.35,Yes,Neutral,0,0.519946029040542,0.999978057646781,Yes,High,"monthly charge tinggi, kontrak bulanan, electronic check","High risk -> retention call, kontrak tahunan diskon, dan loyalty bundle"
Female,0,Yes,Yes,36,DSL,Month-to-month,Credit card (automatic),51.05,1815.0,No,Neutral,0,0.5504012689074462,0.030940830651987637,No,Low,kontrak bulanan,"Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Male,0,No,No,67,No,Two year,Mailed check,19.8,1311.3,No,Positive,1,0.8616401508538972,6.241489188853608e-05,No,Low,indikasi sentiment sangat kuat,"Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Female,0,No,No,10,No,Month-to-month,Mailed check,19.9,199.45,No,Positive,1,0.6008552120969579,0.0010947288240716602,No,Low,"tenure pendek, kontrak bulanan","Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Male,1,No,No,19,Fiber optic,Month-to-month,Electronic check,87.3,1637.3,No,Positive,1,0.7845160506866187,0.0006784688612105355,No,Low,"monthly charge tinggi, kontrak bulanan, electronic check","Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Female,0,Yes,Yes,71,No,Two year,Bank transfer (automatic),19.85,1326.35,No,Positive,1,0.8895591957133869,0.000233945050592868,No,Low,indikasi sentiment sangat kuat,"Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Male,0,Yes,Yes,72,DSL,Two year,Mailed check,89.4,6376.55,No,Neutral,0,0.529593604222368,0.0009392292712925159,No,Low,monthly charge tinggi,"Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Female,0,Yes,Yes,48,No,Two year,Mailed check,20.0,935.9,No,Positive,1,0.6140615626959495,1.8239931599258957e-05,No,Low,tidak ada sinyal risiko dominan,"Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Male,0,No,No,1,No,Month-to-month,Mailed check,20.05,20.05,No,Positive,1,0.8396224922914245,8.605577876390402e-05,No,Low,"tenure pendek, kontrak bulanan, indikasi sentiment sangat kuat","Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Male,0,Yes,Yes,18,DSL,Month-to-month,Electronic check,83.25,1611.15,No,Neutral,0,0.4326601215347007,0.07085412863696626,No,Low,"monthly charge tinggi, kontrak bulanan, electronic check","Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Male,0,No,No,1,No,Month-to-month,Mailed check,20.6,20.6,Yes,Negative,-1,0.828959180461998,0.9970280611645165,Yes,High,"tenure pendek, kontrak bulanan, feedback negatif, indikasi sentiment sangat kuat","High risk -> retention call prioritas, service recovery, diskon personal, dan follow-up manajer CS"
Male,1,Yes,No,67,Fiber optic,Two year,Bank transfer (automatic),102.9,6989.7,No,Positive,1,0.5408399674695911,0.0024694010045573436,No,Low,monthly charge tinggi,"Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Male,0,Yes,Yes,69,DSL,Two year,Mailed check,39.1,2779.5,No,Positive,1,0.8968248265900115,0.0003679987080701147,No,Low,indikasi sentiment sangat kuat,"Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Male,0,No,No,19,Fiber optic,Month-to-month,Electronic check,99.95,1931.75,Yes,Neutral,0,0.4898913472230462,0.9999880517350179,Yes,High,"monthly charge tinggi, kontrak bulanan, electronic check","High risk -> retention call, kontrak tahunan diskon, dan loyalty bundle"
Male,1,Yes,No,72,Fiber optic,Two year,Mailed check,114.5,8331.95,No,Positive,1,0.8447429629118778,0.0003714584952698104,No,Low,"monthly charge tinggi, indikasi sentiment sangat kuat","Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Female,1,No,No,38,No,Two year,Mailed check,20.2,735.9,No,Positive,1,0.7085415130874406,0.00018242156399146325,No,Low,tidak ada sinyal risiko dominan,"Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Male,1,Yes,No,40,DSL,One year,Electronic check,55.8,2283.3,No,Positive,1,0.7907172371854909,0.00024862602036210106,No,Low,electronic check,"Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Female,0,Yes,Yes,61,No,Two year,Mailed check,24.2,1445.2,No,Positive,1,0.8775118713881845,8.637363008201103e-05,No,Low,indikasi sentiment sangat kuat,"Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Female,0,No,No,10,Fiber optic,Month-to-month,Credit card (automatic),81.0,818.05,Yes,Positive,1,0.4879494553909409,0.9997870868303217,Yes,High,"tenure pendek, monthly charge tinggi, kontrak bulanan","High risk -> retention call, kontrak tahunan diskon, dan loyalty bundle"
Male,0,Yes,No,32,DSL,One year,Credit card (automatic),72.8,2333.05,No,Positive,1,0.6565575021047827,0.00042310374276076156,No,Low,monthly charge tinggi,"Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Female,0,No,No,21,Fiber optic,Month-to-month,Credit card (automatic),99.85,1992.55,No,Positive,1,0.8329728954390944,0.0007962000040375247,No,Low,"monthly charge tinggi, kontrak bulanan, indikasi sentiment sangat kuat","Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Female,1,No,No,59,Fiber optic,One year,Electronic check,99.5,5890.0,No,Positive,1,0.9249544278185529,4.471326572860229e-05,No,Low,"monthly charge tinggi, indikasi sentiment sangat kuat, electronic check","Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Female,1,Yes,No,13,Fiber optic,Month-to-month,Electronic check,70.15,916.75,Yes,Positive,1,0.5160021041579084,0.99866467489556,Yes,High,"monthly charge tinggi, kontrak bulanan, electronic check","High risk -> retention call, kontrak tahunan diskon, dan loyalty bundle"
Female,0,No,No,47,No,Two year,Credit card (automatic),20.25,1029.8,No,Positive,1,0.869275720726127,2.7631206605548303e-05,No,Low,indikasi sentiment sangat kuat,"Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Male,0,Yes,Yes,69,No,Two year,Bank transfer (automatic),26.0,1796.55,No,Positive,1,0.8562163166355395,4.732587296271877e-05,No,Low,indikasi sentiment sangat kuat,"Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Male,0,No,No,2,No,Month-to-month,Credit card (automatic),19.9,33.7,No,Positive,1,0.8909775461426281,0.00012480439945847013,No,Low,"tenure pendek, kontrak bulanan, indikasi sentiment sangat kuat","Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Female,0,Yes,Yes,22,No,Month-to-month,Bank transfer (automatic),19.05,454.05,No,Positive,1,0.8549650217128509,9.183589668582942e-05,No,Low,"kontrak bulanan, indikasi sentiment sangat kuat","Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Male,1,Yes,No,15,Fiber optic,Month-to-month,Electronic check,96.5,1392.25,No,Positive,1,0.8135986904110077,0.00047571870022307237,No,Low,"monthly charge tinggi, kontrak bulanan, indikasi sentiment sangat kuat, electronic check","Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Female,0,No,No,53,No,Two year,Credit card (automatic),19.85,1049.6,No,Positive,1,0.8281842010753094,8.554625235243853e-05,No,Low,indikasi sentiment sangat kuat,"Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Female,1,Yes,No,28,No,Month-to-month,Mailed check,25.7,734.6,No,Neutral,0,0.5250554711384149,0.0010947336945533698,No,Low,kontrak bulanan,"Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Male,0,No,No,22,No,One year,Mailed check,20.3,475.1,No,Positive,1,0.5556282166909813,0.0001784084637999685,No,Low,tidak ada sinyal risiko dominan,"Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Female,0,No,No,1,Fiber optic,Month-to-month,Mailed check,70.15,70.15,Yes,Negative,-1,0.509658579878073,0.9998439473891344,Yes,High,"tenure pendek, monthly charge tinggi, kontrak bulanan, feedback negatif","High risk -> retention call prioritas, service recovery, diskon personal, dan follow-up manajer CS"
Male,1,Yes,No,16,Fiber optic,Month-to-month,Electronic check,91.55,1540.05,No,Positive,1,0.9217315807116848,0.00024996847899637885,No,Low,"monthly charge tinggi, kontrak bulanan, indikasi sentiment sangat kuat, electronic check","Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Female,0,Yes,Yes,48,DSL,Two year,Mailed check,39.4,1978.65,No,Positive,1,0.5330172914773893,0.0004901293621766982,No,Low,tidak ada sinyal risiko dominan,"Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Male,1,Yes,No,30,Fiber optic,Month-to-month,Bank transfer (automatic),105.7,3181.8,No,Positive,1,0.8562520645378741,0.00018666579257610924,No,Low,"monthly charge tinggi, kontrak bulanan, indikasi sentiment sangat kuat","Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Female,0,No,No,3,Fiber optic,Month-to-month,Electronic check,70.25,229.7,No,Positive,1,0.8511091041605797,0.0005957989030448622,No,Low,"tenure pendek, monthly charge tinggi, kontrak bulanan, indikasi sentiment sangat kuat, electronic check","Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Male,1,No,No,57,Fiber optic,Two year,Electronic check,93.75,5625.55,No,Positive,1,0.6314699866472501,0.00037383079973201576,No,Low,"monthly charge tinggi, electronic check","Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Female,1,Yes,No,68,Fiber optic,One year,Credit card (automatic),96.55,6581.9,Yes,Positive,1,0.6010017493908473,0.9982970157153301,Yes,High,monthly charge tinggi,"High risk -> retention call, kontrak tahunan diskon, dan loyalty bundle"
Female,0,Yes,No,23,DSL,One year,Bank transfer (automatic),60.0,1347.15,No,Positive,1,0.6777402621350083,0.00015296035853866908,No,Low,tidak ada sinyal risiko dominan,"Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Female,0,Yes,No,65,DSL,Two year,Credit card (automatic),59.8,3808.2,No,Positive,1,0.7754380725040894,2.2315367003044958e-05,No,Low,tidak ada sinyal risiko dominan,"Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
