gender,SeniorCitizen,Partner,Dependents,tenure,InternetService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn,predicted_sentiment_label,predicted_sentiment_score,churn_probability,churn_prediction,risk_tier,risk_reason,recommendation
Female,0,No,No,2,Fiber optic,Month-to-month,Electronic check,90.4,168.2,Yes,Positive,1,0.9754979774809862,Yes,High,"tenure pendek, monthly charge tinggi, kontrak bulanan, metode pembayaran electronic check",High risk -> retention call dan tawarkan upgrade kontrak
Female,0,Yes,No,70,No,Two year,Bank transfer (automatic),19.45,1303.5,No,Positive,1,0.0021604995111932737,No,Low,tidak ada sinyal risiko dominan,Low risk -> pertahankan engagement lewat loyalty campaign
Female,0,No,No,23,DSL,Month-to-month,Electronic check,44.95,996.85,No,Positive,1,0.007701867204027574,No,Low,"kontrak bulanan, metode pembayaran electronic check",Low risk -> pertahankan engagement lewat loyalty campaign
Female,1,Yes,No,64,Fiber optic,One year,Bank transfer (automatic),97.0,6430.9,No,Positive,1,0.010291072511357881,No,Low,monthly charge tinggi,Low risk -> pertahankan engagement lewat loyalty campaign
Male,0,Yes,Yes,37,DSL,Two year,Credit card (automatic),62.8,2278.75,No,Positive,1,0.06469656137520406,No,Low,tidak ada sinyal risiko dominan,Low risk -> pertahankan engagement lewat loyalty campaign
Male,0,No,Yes,17,DSL,One year,Mailed check,44.6,681.4,No,Positive,1,0.0014349071099315548,No,Low,tidak ada sinyal risiko dominan,Low risk -> pertahankan engagement lewat loyalty campaign
Female,1,No,No,7,Fiber optic,Month-to-month,Electronic check,89.15,574.35,No,Positive,1,0.02520719122201498,No,Low,"tenure pendek, monthly charge tinggi, kontrak bulanan, metode pembayaran electronic check",Low risk -> pertahankan engagement lewat loyalty campaign
Male,0,Yes,Yes,4,Fiber optic,Month-to-month,Bank transfer (automatic),84.8,371.9,Yes,Neutral,0,0.9671078890471381,Yes,High,"tenure pendek, monthly charge tinggi, kontrak bulanan",High risk -> retention call dan tawarkan upgrade kontrak
Female,1,No,No,21,DSL,Month-to-month,Electronic check,41.9,840.1,Yes,Negative,-1,0.9773804676960662,Yes,High,"kontrak bulanan, feedback negatif, metode pembayaran electronic check","High risk -> retention call prioritas, service recovery, dan diskon personal 15-20%"
Female,0,No,No,10,Fiber optic,Month-to-month,Bank transfer (automatic),80.25,846.0,Yes,Positive,1,0.9668288778661716,Yes,High,"tenure pendek, monthly charge tinggi, kontrak bulanan",High risk -> retention call dan tawarkan upgrade kontrak
Female,1,No,No,16,DSL,Month-to-month,Electronic check,54.1,889.0,No,Positive,1,0.02644615021387021,No,Low,"kontrak bulanan, metode pembayaran electronic check",Low risk -> pertahankan engagement lewat loyalty campaign
Male,0,Yes,No,64,Fiber optic,Two year,Electronic check,105.25,6823.4,No,Positive,1,0.09188271424390176,No,Low,"monthly charge tinggi, metode pembayaran electronic check",Low risk -> pertahankan engagement lewat loyalty campaign
Male,1,Yes,No,27,DSL,Month-to-month,Credit card (automatic),30.75,805.1,Yes,Positive,1,0.5740689481383131,Yes,Medium,kontrak bulanan,Medium risk -> dorong migrasi ke kontrak 1 tahun + promo bundle
Male,0,Yes,Yes,42,Fiber optic,One year,Electronic check,97.1,4016.75,No,Positive,1,0.025782328391932275,No,Low,"monthly charge tinggi, metode pembayaran electronic check",Low risk -> pertahankan engagement lewat loyalty campaign
Male,0,No,Yes,5,No,Month-to-month,Mailed check,20.2,83.75,No,Positive,1,0.006538521430596973,No,Low,"tenure pendek, kontrak bulanan",Low risk -> pertahankan engagement lewat loyalty campaign
Female,0,No,No,41,Fiber optic,Two year,Bank transfer (automatic),98.8,3959.15,No,Positive,1,0.019473519478545653,No,Low,monthly charge tinggi,Low risk -> pertahankan engagement lewat loyalty campaign
Male,0,Yes,No,58,DSL,One year,Credit card (automatic),50.3,2878.55,No,Positive,1,0.0018517039403620871,No,Low,tidak ada sinyal risiko dominan,Low risk -> pertahankan engagement lewat loyalty campaign
Female,0,No,No,47,No,Two year,Mailed check,20.55,945.7,No,Positive,1,0.0,No,Low,tidak ada sinyal risiko dominan,Low risk -> pertahankan engagement lewat loyalty campaign
Male,0,No,No,18,Fiber optic,Month-to-month,Bank transfer (automatic),75.9,1373.05,No,Positive,1,0.3567177608323753,No,Low,"monthly charge tinggi, kontrak bulanan",Low risk -> pertahankan engagement lewat loyalty campaign
Male,0,No,No,5,Fiber optic,Month-to-month,Bank transfer (automatic),96.5,492.55,Yes,Neutral,0,0.9708193508967139,Yes,High,"tenure pendek, monthly charge tinggi, kontrak bulanan",High risk -> retention call dan tawarkan upgrade kontrak
Male,0,Yes,No,23,DSL,Month-to-month,Bank transfer (automatic),59.95,1406.0,No,Positive,1,0.11987249333364672,No,Low,kontrak bulanan,Low risk -> pertahankan engagement lewat loyalty campaign
Female,0,No,No,1,No,Month-to-month,Mailed check,19.15,19.15,No,Positive,1,0.0012026932899930345,No,Low,"tenure pendek, kontrak bulanan",Low risk -> pertahankan engagement lewat loyalty campaign
Male,0,Yes,No,71,Fiber optic,One year,Credit card (automatic),98.65,6962.85,No,Positive,1,0.02517351622120256,No,Low,monthly charge tinggi,Low risk -> pertahankan engagement lewat loyalty campaign
Male,0,Yes,Yes,72,Fiber optic,Two year,Credit card (automatic),112.6,8126.65,No,Positive,1,0.010419027626199956,No,Low,monthly charge tinggi,Low risk -> pertahankan engagement lewat loyalty campaign
Male,0,Yes,Yes,33,No,One year,Mailed check,20.6,690.25,No,Positive,1,0.0,No,Low,tidak ada sinyal risiko dominan,Low risk -> pertahankan engagement lewat loyalty campaign
Male,0,No,No,2,Fiber optic,Month-to-month,Electronic check,85.65,181.5,Yes,Neutral,0,0.9993393376819529,Yes,High,"tenure pendek, monthly charge tinggi, kontrak bulanan, metode pembayaran electronic check",High risk -> retention call dan tawarkan upgrade kontrak
Male,0,No,Yes,24,DSL,Two year,Mailed check,35.75,830.8,No,Neutral,0,0.18217886949639905,No,Low,tidak ada sinyal risiko dominan,Low risk -> pertahankan engagement lewat loyalty campaign
Female,0,Yes,Yes,56,Fiber optic,One year,Credit card (automatic),99.75,5608.4,No,Neutral,0,0.4855651505264719,No,Low,monthly charge tinggi,Low risk -> pertahankan engagement lewat loyalty campaign
Male,0,No,No,37,Fiber optic,Month-to-month,Credit card (automatic),96.1,3646.8,No,Positive,1,0.30954020105786595,No,Low,"monthly charge tinggi, kontrak bulanan",Low risk -> pertahankan engagement lewat loyalty campaign
Female,0,No,No,43,DSL,One year,Credit card (automatic),85.1,3662.25,No,Positive,1,0.07337513785788277,No,Low,monthly charge tinggi,Low risk -> pertahankan engagement lewat loyalty campaign
Male,0,No,No,1,DSL,Month-to-month,Mailed check,25.35,25.35,No,Positive,1,0.03166002603832676,No,Low,"tenure pendek, kontrak bulanan",Low risk -> pertahankan engagement lewat loyalty campaign
Female,0,Yes,No,25,Fiber optic,Month-to-month,Bank transfer (automatic),104.95,2566.5,Yes,Positive,1,0.9461216722320319,Yes,High,"monthly charge tinggi, kontrak bulanan",High risk -> retention call dan tawarkan upgrade kontrak
Female,0,No,No,61,DSL,Two year,Electronic check,89.65,5308.7,No,Positive,1,0.004031031307490464,No,Low,"monthly charge tinggi, metode pembayaran electronic check",Low risk -> pertahankan engagement lewat loyalty campaign
Male,0,No,No,17,Fiber optic,One year,Electronic check,86.75,1410.25,No,Positive,1,0.02051366789140555,No,Low,"monthly charge tinggi, metode pembayaran electronic check",Low risk -> pertahankan engagement lewat loyalty campaign
Female,0,Yes,No,41,Fiber optic,One year,Bank transfer (automatic),86.2,3339.05,No,Positive,1,0.15127682799532596,No,Low,monthly charge tinggi,Low risk -> pertahankan engagement lewat loyalty campaign
Male,0,No,No,1,DSL,Month-to-month,Mailed check,50.65,50.65,Yes,Negative,-1,0.9854725218255365,Yes,High,"tenure pendek, kontrak bulanan, feedback negatif","High risk -> retention call prioritas, service recovery, dan diskon personal 15-20%"
Male,1,Yes,Yes,72,DSL,Two year,Bank transfer (automatic),64.8,4732.35,No,Positive,1,0.03190535043361456,No,Low,tidak ada sinyal risiko dominan,Low risk -> pertahankan engagement lewat loyalty campaign
Male,0,No,No,1,Fiber optic,Month-to-month,Credit card (automatic),90.85,90.85,Yes,Neutral,0,0.982007468170973,Yes,High,"tenure pendek, monthly charge tinggi, kontrak bulanan",High risk -> retention call dan tawarkan upgrade kontrak
Male,0,No,No,48,Fiber optic,Two year,Bank transfer (automatic),108.1,5067.45,No,Positive,1,0.13625406336921267,No,Low,monthly charge tinggi,Low risk -> pertahankan engagement lewat loyalty campaign
Male,1,Yes,No,11,No,Month-to-month,Mailed check,19.95,214.75,Yes,Negative,-1,0.9671768587188352,Yes,High,"tenure pendek, kontrak bulanan, feedback negatif","High risk -> retention call prioritas, service recovery, dan diskon personal 15-20%"
Female,1,Yes,No,55,Fiber optic,Month-to-month,Electronic check,85.45,4874.7,Yes,Positive,1,0.8933673323092368,Yes,High,"monthly charge tinggi, kontrak bulanan, metode pembayaran electronic check",High risk -> retention call dan tawarkan upgrade kontrak
Female,0,No,No,42,DSL,One year,Electronic check,54.75,2348.45,No,Positive,1,0.00391733136236375,No,Low,metode pembayaran electronic check,Low risk -> pertahankan engagement lewat loyalty campaign
Male,0,No,No,44,Fiber optic,Month-to-month,Mailed check,90.4,4063.0,No,Positive,1,0.24085366589078283,No,Low,"monthly charge tinggi, kontrak bulanan",Low risk -> pertahankan engagement lewat loyalty campaign
Male,0,No,Yes,1,DSL,Month-to-month,Electronic check,44.0,44.0,No,Positive,1,0.026213981717078307,No,Low,"tenure pendek, kontrak bulanan, metode pembayaran electronic check",Low risk -> pertahankan engagement lewat loyalty campaign
Female,0,No,No,27,Fiber optic,Month-to-month,Bank transfer (automatic),95.6,2595.25,No,Positive,1,0.014084978359688492,No,Low,"monthly charge tinggi, kontrak bulanan",Low risk -> pertahankan engagement lewat loyalty campaign
Male,1,Yes,No,27,DSL,Month-to-month,Bank transfer (automatic),84.8,2309.55,No,Positive,1,0.012919635476139191,No,Low,"monthly charge tinggi, kontrak bulanan",Low risk -> pertahankan engagement lewat loyalty campaign
Female,1,No,No,2,DSL,Month-to-month,Electronic check,44.3,89.3,No,Positive,1,0.03379970881023415,No,Low,"tenure pendek, kontrak bulanan, metode pembayaran electronic check",Low risk -> pertahankan engagement lewat loyalty campaign
Female,0,No,No,19,No,Month-to-month,Mailed check,19.9,367.55,No,Positive,1,0.0,No,Low,kontrak bulanan,Low risk -> pertahankan engagement lewat loyalty campaign
Female,1,Yes,No,42,Fiber optic,Month-to-month,Electronic check,95.05,3944.5,No,Positive,1,0.019550014469654303,No,Low,"monthly charge tinggi, kontrak bulanan, metode pembayaran electronic check",Low risk -> pertahankan engagement lewat loyalty campaign
Female,0,No,No,66,DSL,Two year,Credit card (automatic),90.05,5965.95,No,Positive,1,0.002466918191257535,No,Low,monthly charge tinggi,Low risk -> pertahankan engagement lewat loyalty campaign
Male,1,Yes,No,33,Fiber optic,Month-to-month,Bank transfer (automatic),109.9,3694.7,No,Positive,1,0.020149564522955722,No,Low,"monthly charge tinggi, kontrak bulanan",Low risk -> pertahankan engagement lewat loyalty campaign
Female,0,No,No,34,Fiber optic,Month-to-month,Credit card (automatic),73.95,2524.45,Yes,Positive,1,0.8618363448114925,Yes,High,"monthly charge tinggi, kontrak bulanan",High risk -> retention call dan tawarkan upgrade kontrak
Male,1,No,No,33,DSL,Month-to-month,Electronic check,54.6,1803.7,No,Positive,1,0.030139874961098424,No,Low,"kontrak bulanan, metode pembayaran electronic check",Low risk -> pertahankan engagement lewat loyalty campaign
Female,0,Yes,Yes,23,No,One year,Mailed check,20.05,415.1,No,Positive,1,0.0020198106478179108,No,Low,tidak ada sinyal risiko dominan,Low risk -> pertahankan engagement lewat loyalty campaign
Female,0,No,No,32,No,One year,Bank transfer (automatic),19.75,624.15,No,Positive,1,0.002166294429125,No,Low,tidak ada sinyal risiko dominan,Low risk -> pertahankan engagement lewat loyalty campaign
Female,0,No,No,11,No,One year,Credit card (automatic),20.05,237.7,No,Positive,1,0.0014492499649516332,No,Low,tenure pendek,Low risk -> pertahankan engagement lewat loyalty campaign
Male,0,Yes,Yes,69,Fiber optic,Month-to-month,Credit card (automatic),99.45,7007.6,Yes,Positive,1,0.8504294631197276,Yes,High,"monthly charge tinggi, kontrak bulanan",High risk -> retention call dan tawarkan upgrade kontrak
Female,0,Yes,No,68,DSL,One year,Bank transfer (automatic),55.9,3848.8,No,Positive,1,0.04189465365860005,No,Low,tidak ada sinyal risiko dominan,Low risk -> pertahankan engagement lewat loyalty campaign
Male,0,No,No,20,No,Two year,Mailed check,19.7,419.4,No,Positive,1,0.01780057963090393,No,Low,tidak ada sinyal risiko dominan,Low risk -> pertahankan engagement lewat loyalty campaign
Male,0,No,No,72,No,Two year,Credit card (automatic),19.8,1468.75,No,Positive,1,0.0,No,Low,tidak ada sinyal risiko dominan,Low risk -> pertahankan engagement lewat loyalty campaign
Male,0,Yes,Yes,60,Fiber optic,One year,Bank transfer (automatic),95.4,5812.0,No,Positive,1,0.06504429433075325,No,Low,monthly charge tinggi,Low risk -> pertahankan engagement lewat loyalty campaign
Male,1,Yes,Yes,32,Fiber optic,Month-to-month,Mailed check,93.95,2861.45,No,Positive,1,0.13614365107032822,No,Low,"monthly charge tinggi, kontrak bulanan",Low risk -> pertahankan engagement lewat loyalty campaign
Female,0,No,No,1,No,Month-to-month,Mailed check,19.9,19.9,Yes,Neutral,0,0.8909671798316913,Yes,High,"tenure pendek, kontrak bulanan",High risk -> retention call dan tawarkan upgrade kontrak
Male,0,No,No,1,No,Month-to-month,Mailed check,19.6,19.6,Yes,Negative,-1,0.9978443493928689,Yes,High,"tenure pendek, kontrak bulanan, feedback negatif","High risk -> retention call prioritas, service recovery, dan diskon personal 15-20%"
Male,1,No,No,3,Fiber optic,Month-to-month,Electronic check,81.35,233.7,Yes,Neutral,0,0.9929106390796649,Yes,High,"tenure pendek, monthly charge tinggi, kontrak bulanan, metode pembayaran electronic check",High risk -> retention call dan tawarkan upgrade kontrak
Female,0,Yes,No,46,No,One year,Bank transfer (automatic),24.45,1066.15,No,Neutral,0,0.02469362076912933,No,Low,tidak ada sinyal risiko dominan,Low risk -> pertahankan engagement lewat loyalty campaign
Female,0,Yes,No,29,Fiber optic,Month-to-month,Electronic check,74.95,2149.05,No,Positive,1,0.043690058689215786,No,Low,"monthly charge tinggi, kontrak bulanan, metode pembayaran electronic check",Low risk -> pertahankan engagement lewat loyalty campaign
Male,0,No,No,51,Fiber optic,Month-to-month,Electronic check,87.35,4473.0,No,Positive,1,0.02125444836736783,No,Low,"monthly charge tinggi, kontrak bulanan, metode pembayaran electronic check",Low risk -> pertahankan engagement lewat loyalty campaign
Female,1,Yes,No,48,Fiber optic,Month-to-month,Bank transfer (automatic),70.65,3545.05,No,Positive,1,0.034246671111931054,No,Low,"monthly charge tinggi, kontrak bulanan",Low risk -> pertahankan engagement lewat loyalty campaign
Female,0,Yes,Yes,16,Fiber optic,Month-to-month,Bank transfer (automatic),73.25,1195.75,No,Positive,1,0.044596424130075675,No,Low,"monthly charge tinggi, kontrak bulanan",Low risk -> pertahankan engagement lewat loyalty campaign
Male,0,Yes,No,70,Fiber optic,Two year,Bank transfer (automatic),98.7,6858.9,No,Positive,1,0.02084495708100244,No,Low,monthly charge tinggi,Low risk -> pertahankan engagement lewat loyalty campaign
Female,0,Yes,Yes,40,No,Two year,Mailed check,24.8,1024.7,No,Positive,1,0.0,No,Low,tidak ada sinyal risiko dominan,Low risk -> pertahankan engagement lewat loyalty campaign
Female,0,Yes,Yes,22,Fiber optic,Month-to-month,Electronic check,83.3,1845.9,Yes,Neutral,0,0.9821347702649821,Yes,High,"monthly charge tinggi, kontrak bulanan, metode pembayaran electronic check",High risk -> retention call dan tawarkan upgrade kontrak
Female,1,No,No,1,Fiber optic,Month-to-month,Bank transfer (automatic),75.3,75.3,Yes,Negative,-1,0.983523753241514,Yes,High,"tenure pendek, monthly charge tinggi, kontrak bulanan, feedback negatif","High risk -> retention call prioritas, service recovery, dan diskon personal 15-20%"
Female,0,Yes,Yes,5,No,Month-to-month,Mailed check,24.3,132.25,No,Positive,1,0.002289478072369518,No,Low,"tenure pendek, kontrak bulanan",Low risk -> pertahankan engagement lewat loyalty campaign
Female,0,No,No,7,Fiber optic,Month-to-month,Bank transfer (automatic),69.85,515.45,No,Positive,1,0.06236882954044432,No,Low,"tenure pendek, kontrak bulanan",Low risk -> pertahankan engagement lewat loyalty campaign
Male,0,No,Yes,29,Fiber optic,One year,Credit card (automatic),100.55,2830.45,No,Positive,1,0.0529665848890816,No,Low,monthly charge tinggi,Low risk -> pertahankan engagement lewat loyalty campaign
Male,0,Yes,Yes,44,No,One year,Mailed check,25.7,1110.5,No,Positive,1,0.0,No,Low,tidak ada sinyal risiko dominan,Low risk -> pertahankan engagement lewat loyalty campaign
Female,0,No,No,10,DSL,Month-to-month,Bank transfer (automatic),40.7,449.3,No,Positive,1,0.06405319663333775,No,Low,"tenure pendek, kontrak bulanan",Low risk -> pertahankan engagement lewat loyalty campaign
Female,1,Yes,No,55,DSL,Month-to-month,Bank transfer (automatic),51.65,2838.55,No,Positive,1,0.13264208196598506,No,Low,kontrak bulanan,Low risk -> pertahankan engagement lewat loyalty campaign
Male,1,Yes,No,52,Fiber optic,One year,Bank transfer (automatic),105.1,5376.4,No,Positive,1,0.05756751788499752,No,Low,monthly charge tinggi,Low risk -> pertahankan engagement lewat loyalty campaign
Female,0,Yes,Yes,10,Fiber optic,Month-to-month,Electronic check,85.95,858.6,No,Positive,1,0.19796174399202301,No,Low,"tenure pendek, monthly charge tinggi, kontrak bulanan, metode pembayaran electronic check",Low risk -> pertahankan engagement lewat loyalty campaign
Male,0,No,No,18,Fiber optic,Month-to-month,Bank transfer (automatic),75.6,1395.05,No,Positive,1,0.1144532807923485,No,Low,"monthly charge tinggi, kontrak bulanan",Low risk -> pertahankan engagement lewat loyalty campaign
Female,0,Yes,No,68,DSL,One year,Bank transfer (automatic),58.25,3975.7,No,Positive,1,0.0030689401604229397,No,Low,tidak ada sinyal risiko dominan,Low risk -> pertahankan engagement lewat loyalty campaign
Female,0,Yes,Yes,61,No,Month-to-month,Mailed check,19.4,1182.55,Yes,Positive,1,0.5910096567806038,Yes,Medium,kontrak bulanan,Medium risk -> dorong migrasi ke kontrak 1 tahun + promo bundle
Female,0,Yes,Yes,72,DSL,Two year,Credit card (automatic),65.2,4784.45,No,Positive,1,0.0018774405395811143,No,Low,tidak ada sinyal risiko dominan,Low risk -> pertahankan engagement lewat loyalty campaign
Male,0,No,No,2,DSL,Month-to-month,Electronic check,53.45,119.5,No,Positive,1,0.10860679777594648,No,Low,"tenure pendek, kontrak bulanan, metode pembayaran electronic check",Low risk -> pertahankan engagement lewat loyalty campaign
Male,0,No,No,12,DSL,Month-to-month,Bank transfer (automatic),45.4,518.9,Yes,Neutral,0,0.8861738133307425,Yes,High,"tenure pendek, kontrak bulanan",High risk -> retention call dan tawarkan upgrade kontrak
Male,0,Yes,No,41,No,Two year,Electronic check,19.75,899.45,No,Positive,1,0.0,No,Low,metode pembayaran electronic check,Low risk -> pertahankan engagement lewat loyalty campaign
Female,0,No,No,26,DSL,Month-to-month,Credit card (automatic),44.45,1183.8,No,Positive,1,0.015874839429638746,No,Low,kontrak bulanan,Low risk -> pertahankan engagement lewat loyalty campaign
Male,0,Yes,No,36,No,One year,Bank transfer (automatic),20.85,720.05,No,Positive,1,0.006039699430677344,No,Low,tidak ada sinyal risiko dominan,Low risk -> pertahankan engagement lewat loyalty campaign
Male,0,Yes,Yes,72,Fiber optic,Two year,Credit card (automatic),114.05,8468.2,No,Positive,1,0.01923973409572815,No,Low,monthly charge tinggi,Low risk -> pertahankan engagement lewat loyalty campaign
Male,0,Yes,No,35,Fiber optic,Month-to-month,Bank transfer (automatic),89.85,3161.2,No,Positive,1,0.038530845349659185,No,Low,"monthly charge tinggi, kontrak bulanan",Low risk -> pertahankan engagement lewat loyalty campaign
Male,0,No,No,1,DSL,Month-to-month,Mailed check,55.05,55.05,No,Positive,1,0.01728574446422772,No,Low,"tenure pendek, kontrak bulanan",Low risk -> pertahankan engagement lewat loyalty campaign
Female,0,Yes,Yes,16,Fiber optic,Month-to-month,Electronic check,112.95,1882.55,No,Positive,1,0.03851907302092936,No,Low,"monthly charge tinggi, kontrak bulanan, metode pembayaran electronic check",Low risk -> pertahankan engagement lewat loyalty campaign
Female,1,No,No,49,Fiber optic,Month-to-month,Credit card (automatic),101.55,5070.4,No,Positive,1,0.03320010335650827,No,Low,"monthly charge tinggi, kontrak bulanan",Low risk -> pertahankan engagement lewat loyalty campaign
Female,0,Yes,No,54,Fiber optic,One year,Mailed check,114.65,6049.5,No,Positive,1,0.006188347840584617,No,Low,monthly charge tinggi,Low risk -> pertahankan engagement lewat loyalty campaign
Female,0,No,Yes,18,DSL,Month-to-month,Electronic check,64.8,1166.7,No,Positive,1,0.1400654316821776,No,Low,"kontrak bulanan, metode pembayaran electronic check",Low risk -> pertahankan engagement lewat loyalty campaign
Female,0,Yes,No,36,Fiber optic,Month-to-month,Electronic check,80.4,2937.65,No,Positive,1,0.030430129945219864,No,Low,"monthly charge tinggi, kontrak bulanan, metode pembayaran electronic check",Low risk -> pertahankan engagement lewat loyalty campaign
Female,0,No,No,60,Fiber optic,Month-to-month,Electronic check,105.9,6396.45,Yes,Positive,1,0.9593049210212697,Yes,High,"monthly charge tinggi, kontrak bulanan, metode pembayaran electronic check",High risk -> retention call dan tawarkan upgrade kontrak
Female,0,No,No,1,Fiber optic,Month-to-month,Mailed check,69.55,69.55,Yes,Neutral,0,0.9860161025135119,Yes,High,"tenure pendek, kontrak bulanan",High risk -> retention call dan tawarkan upgrade kontrak
Female,0,Yes,Yes,52,No,Two year,Bank transfer (automatic),25.05,1270.25,No,Positive,1,0.0018517039403620871,No,Low,tidak ada sinyal risiko dominan,Low risk -> pertahankan engagement lewat loyalty campaign
Male,0,Yes,Yes,8,Fiber optic,Month-to-month,Electronic check,94.75,759.55,No,Positive,1,0.3190645481558433,No,Low,"tenure pendek, monthly charge tinggi, kontrak bulanan, metode pembayaran electronic check",Low risk -> pertahankan engagement lewat loyalty campaign
Male,0,Yes,Yes,72,Fiber optic,Two year,Bank transfer (automatic),105.5,7611.55,No,Positive,1,0.07314981782616975,No,Low,monthly charge tinggi,Low risk -> pertahankan engagement lewat loyalty campaign
Female,0,No,No,64,No,One year,Mailed check,24.7,1642.75,No,Positive,1,0.0,No,Low,tidak ada sinyal risiko dominan,Low risk -> pertahankan engagement lewat loyalty campaign
Female,1,No,No,22,DSL,Month-to-month,Mailed check,69.75,1545.4,No,Positive,1,0.08733141564010753,No,Low,kontrak bulanan,Low risk -> pertahankan engagement lewat loyalty campaign
Male,0,Yes,No,60,DSL,Month-to-month,Bank transfer (automatic),60.2,3582.4,No,Positive,1,0.10952762956860955,No,Low,kontrak bulanan,Low risk -> pertahankan engagement lewat loyalty campaign
Female,0,Yes,Yes,28,Fiber optic,Month-to-month,Electronic check,81.05,2227.1,Yes,Positive,1,0.7629169375895307,Yes,Medium,"monthly charge tinggi, kontrak bulanan, metode pembayaran electronic check",Medium risk -> dorong migrasi ke kontrak 1 tahun + promo bundle
Female,0,Yes,No,61,No,Two year,Mailed check,24.4,1417.9,No,Positive,1,0.0009142769714985138,No,Low,tidak ada sinyal risiko dominan,Low risk -> pertahankan engagement lewat loyalty campaign
Female,0,No,No,24,Fiber optic,Month-to-month,Electronic check,104.15,2494.65,No,Positive,1,0.010235550692434767,No,Low,"monthly charge tinggi, kontrak bulanan, metode pembayaran electronic check",Low risk -> pertahankan engagement lewat loyalty campaign
Male,0,Yes,Yes,28,Fiber optic,One year,Bank transfer (automatic),92.9,2768.35,No,Positive,1,0.01863355015228782,No,Low,monthly charge tinggi,Low risk -> pertahankan engagement lewat loyalty campaign
Female,0,Yes,Yes,30,DSL,Two year,Bank transfer (automatic),80.8,2369.3,No,Positive,1,0.005133711653800614,No,Low,monthly charge tinggi,Low risk -> pertahankan engagement lewat loyalty campaign
Male,0,Yes,No,2,No,Month-to-month,Mailed check,20.0,38.0,No,Positive,1,0.0,No,Low,"tenure pendek, kontrak bulanan",Low risk -> pertahankan engagement lewat loyalty campaign
Male,0,No,No,1,Fiber optic,Month-to-month,Electronic check,75.1,75.1,No,Positive,1,0.01967597778113748,No,Low,"tenure pendek, monthly charge tinggi, kontrak bulanan, metode pembayaran electronic check",Low risk -> pertahankan engagement lewat loyalty campaign
Male,0,No,Yes,6,No,Month-to-month,Mailed check,19.65,100.9,No,Positive,1,0.00423187516596148,No,Low,"tenure pendek, kontrak bulanan",Low risk -> pertahankan engagement lewat loyalty campaign
Female,0,Yes,No,24,DSL,Month-to-month,Bank transfer (automatic),69.45,1614.05,No,Positive,1,0.004705057930847347,No,Low,kontrak bulanan,Low risk -> pertahankan engagement lewat loyalty campaign
Male,0,Yes,Yes,4,Fiber optic,Month-to-month,Electronic check,101.15,385.9,Yes,Positive,1,0.9605492438916707,Yes,High,"tenure pendek, monthly charge tinggi, kontrak bulanan, metode pembayaran electronic check",High risk -> retention call dan tawarkan upgrade kontrak
Male,0,No,No,7,Fiber optic,Month-to-month,Electronic check,99.8,673.25,Yes,Negative,-1,0.9908088003969597,Yes,High,"tenure pendek, monthly charge tinggi, kontrak bulanan, feedback negatif, metode pembayaran electronic check","High risk -> retention call prioritas, service recovery, dan diskon personal 15-20%"
Male,1,Yes,No,72,Fiber optic,Two year,Bank transfer (automatic),116.05,8404.9,No,Positive,1,0.004098114658361351,No,Low,monthly charge tinggi,Low risk -> pertahankan engagement lewat loyalty campaign
Male,0,No,No,70,DSL,Two year,Mailed check,40.05,2799.75,No,Positive,1,0.0865559286329302,No,Low,tidak ada sinyal risiko dominan,Low risk -> pertahankan engagement lewat loyalty campaign
Male,1,Yes,No,64,Fiber optic,Two year,Electronic check,102.1,6538.45,No,Positive,1,0.01427671770808906,No,Low,"monthly charge tinggi, metode pembayaran electronic check",Low risk -> pertahankan engagement lewat loyalty campaign
Male,0,Yes,Yes,72,Fiber optic,One year,Electronic check,89.7,6588.95,No,Positive,1,0.015271255593046339,No,Low,"monthly charge tinggi, metode pembayaran electronic check",Low risk -> pertahankan engagement lewat loyalty campaign
Female,0,No,Yes,44,No,Two year,Mailed check,19.9,868.1,No,Positive,1,0.0,No,Low,tidak ada sinyal risiko dominan,Low risk -> pertahankan engagement lewat loyalty campaign
Female,0,Yes,Yes,13,DSL,Month-to-month,Electronic check,55.95,734.35,Yes,Positive,1,0.4434251890437961,No,Low,"kontrak bulanan, metode pembayaran electronic check",Low risk -> pertahankan engagement lewat loyalty campaign
Female,1,No,No,17,No,One year,Mailed check,20.65,330.6,No,Positive,1,0.0,No,Low,tidak ada sinyal risiko dominan,Low risk -> pertahankan engagement lewat loyalty campaign
Male,0,No,No,1,DSL,Month-to-month,Electronic check,55.0,55.0,Yes,Neutral,0,0.9800642823465792,Yes,High,"tenure pendek, kontrak bulanan, metode pembayaran electronic check",High risk -> retention call dan tawarkan upgrade kontrak
Male,0,Yes,No,9,DSL,Month-to-month,Mailed check,70.05,564.4,No,Positive,1,0.06626228810684348,No,Low,"tenure pendek, monthly charge tinggi, kontrak bulanan",Low risk -> pertahankan engagement lewat loyalty campaign
Male,0,Yes,No,24,DSL,Month-to-month,Mailed check,53.6,1315.35,No,Positive,1,0.04150340943070004,No,Low,kontrak bulanan,Low risk -> pertahankan engagement lewat loyalty campaign
Female,0,Yes,Yes,1,Fiber optic,Month-to-month,Electronic check,74.7,74.7,Yes,Neutral,0,0.9986834830684174,Yes,High,"tenure pendek, monthly charge tinggi, kontrak bulanan, metode pembayaran electronic check",High risk -> retention call dan tawarkan upgrade kontrak
